sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Utility 1;Utility 2;Utility 3;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Profile 1;Profile 2;Profile 3
11.355;9159;;12s;Yes;No;3;0.71766;0.92857;0.00000;0.00000;2.43122;Group1@0;Atlas3@1;AgentW@2;0.7849999999999999;0.9285654723948509;0.7176566046946408;0.7849999999999999;0.9285654723948509;0.7176566046946408;party1_utility.xml;party2_utility.xml;party3_utility.xml
11.955;10028;;12s;Yes;No;3;0.61329;0.87833;0.00000;0.23625;2.22990;Atlas3@3;Group1@4;AgentW@5;0.8783333333333334;0.7382820437475793;0.6132873899901766;0.8783333333333334;0.7382820437475793;0.6132873899901766;party1_utility.xml;party2_utility.xml;party3_utility.xml
11.967;10355;;12s;Yes;No;3;0.62667;0.86811;0.00000;0.24562;2.31099;AgentW@6;Group1@7;Atlas3@8;0.6266666666666667;0.8162157250865434;0.8681093397144823;0.6266666666666667;0.8162157250865434;0.8681093397144823;party1_utility.xml;party2_utility.xml;party3_utility.xml
11.720;10333;;12s;Yes;No;3;0.54583;0.89266;0.00000;0.42192;2.19349;Group1@9;AgentW@10;Atlas3@11;0.755;0.545828846037944;0.8926625450812115;0.755;0.545828846037944;0.8926625450812115;party1_utility.xml;party2_utility.xml;party3_utility.xml
11.788;9597;;12s;Yes;No;3;0.38005;0.91500;0.00000;0.56414;2.03478;Atlas3@12;AgentW@13;Group1@14;0.9149999999999999;0.380054083092503;0.7397288204863893;0.9149999999999999;0.380054083092503;0.7397288204863893;party1_utility.xml;party2_utility.xml;party3_utility.xml
11.927;10129;;12s;Yes;No;3;0.71766;0.92857;0.00000;0.00000;2.43122;AgentW@15;Atlas3@16;Group1@17;0.7849999999999999;0.9285654723948509;0.7176566046946408;0.7849999999999999;0.9285654723948509;0.7176566046946408;party1_utility.xml;party2_utility.xml;party3_utility.xml
