sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Utility 1;Utility 2;Utility 3;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Profile 1;Profile 2;Profile 3
11.561;9023;;12s;Yes;No;3;0.61203;0.97619;0.00000;0.13205;2.30988;Group1@0;Atlas3@1;AgentW@2;0.7216666666666667;0.9761884907982836;0.6120294061545479;0.7216666666666667;0.9761884907982836;0.6120294061545479;party1_utility.xml;party2_utility.xml;party3_utility.xml
11.968;9629;;12s;Yes;No;3;0.61329;0.87833;0.00000;0.23625;2.22990;Atlas3@3;Group1@4;AgentW@5;0.8783333333333334;0.7382820437475793;0.6132873899901766;0.8783333333333334;0.7382820437475793;0.6132873899901766;party1_utility.xml;party2_utility.xml;party3_utility.xml
11.956;10116;;12s;Yes;No;3;0.61417;0.87971;0.00000;0.26841;2.29362;AgentW@6;Group1@7;Atlas3@8;0.6141666666666666;0.7997389865312883;0.8797126830260701;0.6141666666666666;0.7997389865312883;0.8797126830260701;party1_utility.xml;party2_utility.xml;party3_utility.xml
11.964;9938;;12s;Yes;No;3;0.65889;0.85774;0.00000;0.30422;2.28747;Group1@9;AgentW@10;Atlas3@11;0.7708333333333334;0.6588887341087437;0.8577432019496707;0.7708333333333334;0.6588887341087437;0.8577432019496707;party1_utility.xml;party2_utility.xml;party3_utility.xml
11.644;9461;;12s;Yes;No;3;0.21529;0.94000;0.00000;0.72993;1.87568;Atlas3@12;AgentW@13;Group1@14;0.9400000000000001;0.21528669753995108;0.7203899149670763;0.9400000000000001;0.21528669753995108;0.7203899149670763;party1_utility.xml;party2_utility.xml;party3_utility.xml
11.908;9681;;12s;Yes;No;3;0.71766;0.92857;0.00000;0.00000;2.43122;AgentW@15;Atlas3@16;Group1@17;0.7849999999999999;0.9285654723948509;0.7176566046946408;0.7849999999999999;0.9285654723948509;0.7176566046946408;party1_utility.xml;party2_utility.xml;party3_utility.xml
