sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Utility 1;Utility 2;Utility 3;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Profile 1;Profile 2;Profile 3
11.514;8859;;12s;Yes;No;3;0.71766;0.92857;0.00000;0.00000;2.43122;Group1@0;Atlas3@1;AgentW@2;0.7849999999999999;0.9285654723948509;0.7176566046946408;0.7849999999999999;0.9285654723948509;0.7176566046946408;party1_utility.xml;party2_utility.xml;party3_utility.xml
11.955;10076;;12s;Yes;No;3;0.61329;0.87833;0.00000;0.23625;2.22990;Atlas3@3;Group1@4;AgentW@5;0.8783333333333334;0.7382820437475793;0.6132873899901766;0.8783333333333334;0.7382820437475793;0.6132873899901766;party1_utility.xml;party2_utility.xml;party3_utility.xml
11.962;9554;;12s;Yes;No;3;0.61417;0.87971;0.00000;0.26841;2.29362;AgentW@6;Group1@7;Atlas3@8;0.6141666666666666;0.7997389865312883;0.8797126830260701;0.6141666666666666;0.7997389865312883;0.8797126830260701;party1_utility.xml;party2_utility.xml;party3_utility.xml
11.644;9640;;12s;Yes;No;3;0.36458;0.86559;0.00000;0.58311;2.02267;Group1@9;AgentW@10;Atlas3@11;0.7925000000000001;0.3645847219301369;0.8655880773541732;0.7925000000000001;0.3645847219301369;0.8655880773541732;party1_utility.xml;party2_utility.xml;party3_utility.xml
11.895;9595;;12s;Yes;No;3;0.58681;0.83417;0.00000;0.36387;2.25348;Atlas3@12;AgentW@13;Group1@14;0.8341666666666668;0.5868142502950298;0.8324946918792657;0.8341666666666668;0.5868142502950298;0.8324946918792657;party1_utility.xml;party2_utility.xml;party3_utility.xml
11.934;10148;;12s;Yes;No;3;0.71766;0.92857;0.00000;0.00000;2.43122;AgentW@15;Atlas3@16;Group1@17;0.7849999999999999;0.9285654723948509;0.7176566046946408;0.7849999999999999;0.9285654723948509;0.7176566046946408;party1_utility.xml;party2_utility.xml;party3_utility.xml
